L0	L1	L2	L3	L4	L5
Y43.2	Y43.2	Y43	Y40-Y59	V01-Y98	*
T27.5	T27.5	T27	T26-T28	S00-T98	*
V96.90	V96.9	V96	V95-V97	V01-Y98	*
T09.0	T09.0	T09	T08-T14	S00-T98	*
Y82	Y82	Y82	Y70-Y82	V01-Y98	*
X47.29	X47.2	X47	X40-X49	V01-Y98	*
Y29.64	Y29.6	Y29	Y10-Y34	V01-Y98	*
T59.2	T59.2	T59	T51-T65	S00-T98	*
X16.4	X16.4	X16	X10-X19	V01-Y98	*
X45.1	X45.1	X45	X40-X49	V01-Y98	*
C30-C39	C30-C39	C30-C39	C30-C39	C00-D48	*
V63.64	V63.6	V63	V60-V69	V01-Y98	*
V62.09	V62.0	V62	V60-V69	V01-Y98	*
M15.9	M15.9	M15	M15-M19	M00-M99	*
V25.20	V25.2	V25	V20-V29	V01-Y98	*
A04.7	A04.7	A04	A00-A09	A00-B99	*
G52.3	G52.3	G52	G50-G59	G00-G99	*
V31.33	V31.3	V31	V30-V39	V01-Y98	*
Q35.3	Q35.3	Q35	Q35-Q37	Q00-Q99	*
V41.29	V41.2	V41	V40-V49	V01-Y98	*
W68.90	W68.9	W68	W65-W74	V01-Y98	*
Q60.1	Q60.1	Q60	Q60-Q64	Q00-Q99	*
W27.09	W27.0	W27	W20-W49	V01-Y98	*
W18.2	W18.2	W18	W00-W19	V01-Y98	*
W59.78	W59.7	W59	W50-W64	V01-Y98	*
R86.0	R86.0	R86	R83-R89	R00-R99	*
W78.48	W78.4	W78	W75-W84	V01-Y98	*
I77.5	I77.5	I77	I70-I79	I00-I99	*
T08-T14	T08-T14	T08-T14	T08-T14	S00-T98	*
O75.8	O75.8	O75	O60-O75	O00-O99	*
Y31.28	Y31.2	Y31	Y10-Y34	V01-Y98	*
M85.4	M85.4	M85	M80-M85	M00-M99	*
Z62.4	Z62.4	Z62	Z55-Z65	Z00-Z99	*
R85.5	R85.5	R85	R83-R89	R00-R99	*
M65-M68	M65-M68	M65-M68	M65-M68	M00-M99	*
V90.3	V90.3	V90	V90-V94	V01-Y98	*
W27.93	W27.9	W27	W20-W49	V01-Y98	*
X81.40	X81.4	X81	X60-X84	V01-Y98	*
W52	W52	W52	W50-W64	V01-Y98	*
Y20.18	Y20.1	Y20	Y10-Y34	V01-Y98	*
W79.98	W79.9	W79	W75-W84	V01-Y98	*
J30.2	J30.2	J30	J30-J39	J00-J99	*
F12.22	F12.2	F12	F10-F19	F00-F99	*
X21.6	X21.6	X21	X20-X29	V01-Y98	*
Z54.0	Z54.0	Z54	Z40-Z54	Z00-Z99	*
Z72.8	Z72.8	Z72	Z70-Z76	Z00-Z99	*
R89.8	R89.8	R89	R83-R89	R00-R99	*
C25	C25	C25	C15-C26	C00-D48	*
V17.99	V17.9	V17	V10-V19	V01-Y98	*
V04.09	V04.0	V04	V01-V09	V01-Y98	*
V14	V14	V14	V10-V19	V01-Y98	*
X61.34	X61.3	X61	X60-X84	V01-Y98	*
Y11.6	Y11.6	Y11	Y10-Y34	V01-Y98	*
V34.42	V34.4	V34	V30-V39	V01-Y98	*
W06.69	W06.6	W06	W00-W19	V01-Y98	*
W83.4	W83.4	W83	W75-W84	V01-Y98	*
A71.1	A71.1	A71	A70-A74	A00-B99	*
V75.61	V75.6	V75	V70-V79	V01-Y98	*
V54.61	V54.6	V54	V50-V59	V01-Y98	*
V37.10	V37.1	V37	V30-V39	V01-Y98	*
W45.22	W45.2	W45	W20-W49	V01-Y98	*
X59.94	X59.9	X59	X58-X59	V01-Y98	*
W76.44	W76.4	W76	W75-W84	V01-Y98	*
P94.9	P94.9	P94	P90-P96	P00-P96	*
W91.62	W91.6	W91	W85-W99	V01-Y98	*
V16.33	V16.3	V16	V10-V19	V01-Y98	*
Y17.9	Y17.9	Y17	Y10-Y34	V01-Y98	*
Y14.92	Y14.9	Y14	Y10-Y34	V01-Y98	*
A35	A35	A35	A30-A49	A00-B99	*
H21.5	H21.5	H21	H15-H22	H00-H59	*
V87.90	V87.9	V87	V80-V89	V01-Y98	*
V16.51	V16.5	V16	V10-V19	V01-Y98	*
P59.8	P59.8	P59	P50-P61	P00-P96	*
V26.12	V26.1	V26	V20-V29	V01-Y98	*
Q62.8	Q62.8	Q62	Q60-Q64	Q00-Q99	*
V91.89	V91.8	V91	V90-V94	V01-Y98	*
F55.8	F55.8	F55	F50-F59	F00-F99	*
W94.12	W94.1	W94	W85-W99	V01-Y98	*
X12.64	X12.6	X12	X10-X19	V01-Y98	*
B94.2	B94.2	B94	B90-B94	A00-B99	*
W25.30	W25.3	W25	W20-W49	V01-Y98	*
E89.0	E89.0	E89	E70-E90	E00-E90	*
V83.11	V83.1	V83	V80-V89	V01-Y98	*
W40.92	W40.9	W40	W20-W49	V01-Y98	*
Z96.1	Z96.1	Z96	Z80-Z99	Z00-Z99	*
V48.18	V48.1	V48	V40-V49	V01-Y98	*
W88.49	W88.4	W88	W85-W99	V01-Y98	*
S05.6	S05.6	S05	S00-S09	S00-T98	*
V13.93	V13.9	V13	V10-V19	V01-Y98	*
W94.8	W94.8	W94	W85-W99	V01-Y98	*
V92.13	V92.1	V92	V90-V94	V01-Y98	*
W18.81	W18.8	W18	W00-W19	V01-Y98	*
X40.51	X40.5	X40	X40-X49	V01-Y98	*
X70.43	X70.4	X70	X60-X84	V01-Y98	*
G82.5	G82.5	G82	G80-G83	G00-G99	*
X96.28	X96.2	X96	X85-Y09	V01-Y98	*
L55.0	L55.0	L55	L55-L59	L00-L99	*
X52.70	X52.7	X52	X50-X57	V01-Y98	*
X79.88	X79.8	X79	X60-X84	V01-Y98	*
S10.8	S10.8	S10	S10-S19	S00-T98	*
X65.68	X65.6	X65	X60-X84	V01-Y98	*
X49.79	X49.7	X49	X40-X49	V01-Y98	*
W51.08	W51.0	W51	W50-W64	V01-Y98	*
T31.2	T31.2	T31	T29-T32	S00-T98	*
X88.52	X88.5	X88	X85-Y09	V01-Y98	*
D15.7	D15.7	D15	D10-D36	C00-D48	*
V41.34	V41.3	V41	V40-V49	V01-Y98	*
W57.8	W57.8	W57	W50-W64	V01-Y98	*
E12.5	E12.5	E12	E10-E14	E00-E90	*
A88	A88	A88	A80-A89	A00-B99	*
Z85.7	Z85.7	Z85	Z80-Z99	Z00-Z99	*
Q69.9	Q69.9	Q69	Q65-Q79	Q00-Q99	*
X72.08	X72.0	X72	X60-X84	V01-Y98	*
Q77.9	Q77.9	Q77	Q65-Q79	Q00-Q99	*
X18.34	X18.3	X18	X10-X19	V01-Y98	*
V51.42	V51.4	V51	V50-V59	V01-Y98	*
S36.51	S36.5	S36	S30-S39	S00-T98	*
F29	F29	F29	F20-F29	F00-F99	*
F41.2	F41.2	F41	F40-F49	F00-F99	*
V04.13	V04.1	V04	V01-V09	V01-Y98	*
V72.39	V72.3	V72	V70-V79	V01-Y98	*
Y04.94	Y04.9	Y04	X85-Y09	V01-Y98	*
F14.51	F14.5	F14	F10-F19	F00-F99	*
L67.9	L67.9	L67	L60-L75	L00-L99	*
X41.61	X41.6	X41	X40-X49	V01-Y98	*
I97.8	I97.8	I97	I95-I99	I00-I99	*
X91.94	X91.9	X91	X85-Y09	V01-Y98	*
Y09.53	Y09.5	Y09	X85-Y09	V01-Y98	*
L99.8	L99.8	L99	L80-L99	L00-L99	*
F20.20	F20.2	F20	F20-F29	F00-F99	*
W43.2	W43.2	W43	W20-W49	V01-Y98	*
X01.69	X01.6	X01	X00-X09	V01-Y98	*
W66.92	W66.9	W66	W65-W74	V01-Y98	*
X73.0	X73.0	X73	X60-X84	V01-Y98	*
V64.73	V64.7	V64	V60-V69	V01-Y98	*
C26.1	C26.1	C26	C15-C26	C00-D48	*
G45.1	G45.1	G45	G40-G47	G00-G99	*
X25.81	X25.8	X25	X20-X29	V01-Y98	*
O41.8	O41.8	O41	O30-O48	O00-O99	*
W70.43	W70.4	W70	W65-W74	V01-Y98	*
X28.03	X28.0	X28	X20-X29	V01-Y98	*
B51.9	B51.9	B51	B50-B64	A00-B99	*
X88.34	X88.3	X88	X85-Y09	V01-Y98	*
W88.63	W88.6	W88	W85-W99	V01-Y98	*
F15.31	F15.3	F15	F10-F19	F00-F99	*
O86.1	O86.1	O86	O85-O92	O00-O99	*
W74.18	W74.1	W74	W65-W74	V01-Y98	*
W83.6	W83.6	W83	W75-W84	V01-Y98	*
W05.99	W05.9	W05	W00-W19	V01-Y98	*
E83.2	E83.2	E83	E70-E90	E00-E90	*
V21.51	V21.5	V21	V20-V29	V01-Y98	*
V82.1	V82.1	V82	V80-V89	V01-Y98	*
K83	K83	K83	K80-K87	K00-K93	*
X29.4	X29.4	X29	X20-X29	V01-Y98	*
X81.18	X81.1	X81	X60-X84	V01-Y98	*
C49.5	C49.5	C49	C45-C49	C00-D48	*
R68.0	R68.0	R68	R50-R69	R00-R99	*
R52.0	R52.0	R52	R50-R69	R00-R99	*
V66.5	V66.5	V66	V60-V69	V01-Y98	*
N03.6	N03.6	N03	N00-N08	N00-N99	*
V18.48	V18.4	V18	V10-V19	V01-Y98	*
X70.82	X70.8	X70	X60-X84	V01-Y98	*
X58.44	X58.4	X58	X58-X59	V01-Y98	*
V59	V59	V59	V50-V59	V01-Y98	*
X33.5	X33.5	X33	X30-X39	V01-Y98	*
V91.81	V91.8	V91	V90-V94	V01-Y98	*
W33.90	W33.9	W33	W20-W49	V01-Y98	*
W54.18	W54.1	W54	W50-W64	V01-Y98	*
V35.29	V35.2	V35	V30-V39	V01-Y98	*
X08.83	X08.8	X08	X00-X09	V01-Y98	*
X04.22	X04.2	X04	X00-X09	V01-Y98	*
W40.08	W40.0	W40	W20-W49	V01-Y98	*
X86.22	X86.2	X86	X85-Y09	V01-Y98	*
G00-G99	G00-G99	G00-G99	G00-G99	G00-G99	*
X29.63	X29.6	X29	X20-X29	V01-Y98	*
F42.1	F42.1	F42	F40-F49	F00-F99	*
Q89.2	Q89.2	Q89	Q80-Q89	Q00-Q99	*
Y27.98	Y27.9	Y27	Y10-Y34	V01-Y98	*
Y07.91	Y07.9	Y07	X85-Y09	V01-Y98	*
K02	K02	K02	K00-K14	K00-K93	*
X29.18	X29.1	X29	X20-X29	V01-Y98	*
Q33	Q33	Q33	Q30-Q34	Q00-Q99	*
G43.0	G43.0	G43	G40-G47	G00-G99	*
W09.30	W09.3	W09	W00-W19	V01-Y98	*
W21.10	W21.1	W21	W20-W49	V01-Y98	*
W81.30	W81.3	W81	W75-W84	V01-Y98	*
W15.68	W15.6	W15	W00-W19	V01-Y98	*
F15.21	F15.2	F15	F10-F19	F00-F99	*
N60.1	N60.1	N60	N60-N64	N00-N99	*
Y15.49	Y15.4	Y15	Y10-Y34	V01-Y98	*
W44.43	W44.4	W44	W20-W49	V01-Y98	*
W37.84	W37.8	W37	W20-W49	V01-Y98	*
W37.01	W37.0	W37	W20-W49	V01-Y98	*
W17.28	W17.2	W17	W00-W19	V01-Y98	*
X95.50	X95.5	X95	X85-Y09	V01-Y98	*
V97.82	V97.8	V97	V95-V97	V01-Y98	*
W00.94	W00.9	W00	W00-W19	V01-Y98	*
W77.4	W77.4	W77	W75-W84	V01-Y98	*
J95-J99	J95-J99	J95-J99	J95-J99	J00-J99	*
Y24	Y24	Y24	Y10-Y34	V01-Y98	*
X29.08	X29.0	X29	X20-X29	V01-Y98	*
V67.08	V67.0	V67	V60-V69	V01-Y98	*
W17.23	W17.2	W17	W00-W19	V01-Y98	*
T27.3	T27.3	T27	T26-T28	S00-T98	*
V60.39	V60.3	V60	V60-V69	V01-Y98	*
W65.44	W65.4	W65	W65-W74	V01-Y98	*
F17.75	F17.7	F17	F10-F19	F00-F99	*
V82.03	V82.0	V82	V80-V89	V01-Y98	*
W04.48	W04.4	W04	W00-W19	V01-Y98	*
W68.20	W68.2	W68	W65-W74	V01-Y98	*
S52.51	S52.5	S52	S50-S59	S00-T98	*
W10.48	W10.4	W10	W00-W19	V01-Y98	*
W56.38	W56.3	W56	W50-W64	V01-Y98	*
T91.5	T91.5	T91	T90-T98	S00-T98	*
V72.29	V72.2	V72	V70-V79	V01-Y98	*
X61.32	X61.3	X61	X60-X84	V01-Y98	*
W78.40	W78.4	W78	W75-W84	V01-Y98	*
T36.9	T36.9	T36	T36-T50	S00-T98	*
W87.79	W87.7	W87	W85-W99	V01-Y98	*
Y03.1	Y03.1	Y03	X85-Y09	V01-Y98	*
T27.4	T27.4	T27	T26-T28	S00-T98	*
V53.74	V53.7	V53	V50-V59	V01-Y98	*
W83.13	W83.1	W83	W75-W84	V01-Y98	*
W52.14	W52.1	W52	W50-W64	V01-Y98	*
Y17.3	Y17.3	Y17	Y10-Y34	V01-Y98	*
Y29.89	Y29.8	Y29	Y10-Y34	V01-Y98	*
W04.64	W04.6	W04	W00-W19	V01-Y98	*
O08	O08	O08	O00-O08	O00-O99	*
W80.62	W80.6	W80	W75-W84	V01-Y98	*
V62.58	V62.5	V62	V60-V69	V01-Y98	*
S54.0	S54.0	S54	S50-S59	S00-T98	*
L21.0	L21.0	L21	L20-L30	L00-L99	*
W38.99	W38.9	W38	W20-W49	V01-Y98	*
F48.8	F48.8	F48	F40-F49	F00-F99	*
Z55-Z65	Z55-Z65	Z55-Z65	Z55-Z65	Z00-Z99	*
X77.30	X77.3	X77	X60-X84	V01-Y98	*
V70.61	V70.6	V70	V70-V79	V01-Y98	*
V80.61	V80.6	V80	V80-V89	V01-Y98	*
W68.31	W68.3	W68	W65-W74	V01-Y98	*
W70.62	W70.6	W70	W65-W74	V01-Y98	*
B34.8	B34.8	B34	B25-B34	A00-B99	*
N11.9	N11.9	N11	N10-N16	N00-N99	*
V97.03	V97.0	V97	V95-V97	V01-Y98	*
K71.5	K71.5	K71	K70-K77	K00-K93	*
P74.9	P74.9	P74	P70-P74	P00-P96	*
W08.60	W08.6	W08	W00-W19	V01-Y98	*
W44.63	W44.6	W44	W20-W49	V01-Y98	*
X09.94	X09.9	X09	X00-X09	V01-Y98	*
Y04.73	Y04.7	Y04	X85-Y09	V01-Y98	*
V89.39	V89.3	V89	V80-V89	V01-Y98	*
K10.1	K10.1	K10	K00-K14	K00-K93	*
V93.41	V93.4	V93	V90-V94	V01-Y98	*
F18.03	F18.0	F18	F10-F19	F00-F99	*
V32.14	V32.1	V32	V30-V39	V01-Y98	*
Y10.34	Y10.3	Y10	Y10-Y34	V01-Y98	*
X88.29	X88.2	X88	X85-Y09	V01-Y98	*
Y21.44	Y21.4	Y21	Y10-Y34	V01-Y98	*
H53.9	H53.9	H53	H53-H54	H00-H59	*
X30.84	X30.8	X30	X30-X39	V01-Y98	*
Y18.59	Y18.5	Y18	Y10-Y34	V01-Y98	*
W12.74	W12.7	W12	W00-W19	V01-Y98	*
D14.3	D14.3	D14	D10-D36	C00-D48	*
F11.02	F11.0	F11	F10-F19	F00-F99	*
V11.23	V11.2	V11	V10-V19	V01-Y98	*
X71.13	X71.1	X71	X60-X84	V01-Y98	*
F48	F48	F48	F40-F49	F00-F99	*
X49.04	X49.0	X49	X40-X49	V01-Y98	*
V93.24	V93.2	V93	V90-V94	V01-Y98	*
X43.10	X43.1	X43	X40-X49	V01-Y98	*
Q27.8	Q27.8	Q27	Q20-Q28	Q00-Q99	*
W29.59	W29.5	W29	W20-W49	V01-Y98	*
X40.22	X40.2	X40	X40-X49	V01-Y98	*
X42.21	X42.2	X42	X40-X49	V01-Y98	*
V43.99	V43.9	V43	V40-V49	V01-Y98	*
G93.2	G93.2	G93	G90-G99	G00-G99	*
R84.2	R84.2	R84	R83-R89	R00-R99	*
W01.73	W01.7	W01	W00-W19	V01-Y98	*
O98.1	O98.1	O98	O95-O99	O00-O99	*
V40.64	V40.6	V40	V40-V49	V01-Y98	*
Y18.18	Y18.1	Y18	Y10-Y34	V01-Y98	*
S52.11	S52.1	S52	S50-S59	S00-T98	*
V88.71	V88.7	V88	V80-V89	V01-Y98	*
X94.44	X94.4	X94	X85-Y09	V01-Y98	*
W35.1	W35.1	W35	W20-W49	V01-Y98	*
E67.3	E67.3	E67	E65-E68	E00-E90	*
L70.3	L70.3	L70	L60-L75	L00-L99	*
H81	H81	H81	H80-H83	H60-H95	*
N37.8	N37.8	N37	N30-N39	N00-N99	*
V31.28	V31.2	V31	V30-V39	V01-Y98	*
K07.3	K07.3	K07	K00-K14	K00-K93	*
X89.58	X89.5	X89	X85-Y09	V01-Y98	*
B74.3	B74.3	B74	B65-B83	A00-B99	*
X28.19	X28.1	X28	X20-X29	V01-Y98	*
W56.03	W56.0	W56	W50-W64	V01-Y98	*
X00.34	X00.3	X00	X00-X09	V01-Y98	*
X65.50	X65.5	X65	X60-X84	V01-Y98	*
X20.32	X20.3	X20	X20-X29	V01-Y98	*
W09.92	W09.9	W09	W00-W19	V01-Y98	*
V71.3	V71.3	V71	V70-V79	V01-Y98	*
W28.43	W28.4	W28	W20-W49	V01-Y98	*
X02.01	X02.0	X02	X00-X09	V01-Y98	*
W57.79	W57.7	W57	W50-W64	V01-Y98	*
X22.24	X22.2	X22	X20-X29	V01-Y98	*
W00.50	W00.5	W00	W00-W19	V01-Y98	*
W05.79	W05.7	W05	W00-W19	V01-Y98	*
X84.89	X84.8	X84	X60-X84	V01-Y98	*
V09.29	V09.2	V09	V01-V09	V01-Y98	*
W23.98	W23.9	W23	W20-W49	V01-Y98	*
J93.9	J93.9	J93	J90-J94	J00-J99	*
W36.6	W36.6	W36	W20-W49	V01-Y98	*
W13.02	W13.0	W13	W00-W19	V01-Y98	*
P95	P95	P95	P90-P96	P00-P96	*
Y53.6	Y53.6	Y53	Y40-Y59	V01-Y98	*
Q86.8	Q86.8	Q86	Q80-Q89	Q00-Q99	*
X70.73	X70.7	X70	X60-X84	V01-Y98	*
Y20.20	Y20.2	Y20	Y10-Y34	V01-Y98	*
Y19.22	Y19.2	Y19	Y10-Y34	V01-Y98	*
W41.41	W41.4	W41	W20-W49	V01-Y98	*
X73.72	X73.7	X73	X60-X84	V01-Y98	*
Z89.6	Z89.6	Z89	Z80-Z99	Z00-Z99	*
V28.32	V28.3	V28	V20-V29	V01-Y98	*
E58	E58	E58	E50-E64	E00-E90	*
X29.13	X29.1	X29	X20-X29	V01-Y98	*
W74.02	W74.0	W74	W65-W74	V01-Y98	*
H21.9	H21.9	H21	H15-H22	H00-H59	*
V56.29	V56.2	V56	V50-V59	V01-Y98	*
C05.1	C05.1	C05	C00-C14	C00-D48	*
Q55.8	Q55.8	Q55	Q50-Q56	Q00-Q99	*
X91.04	X91.0	X91	X85-Y09	V01-Y98	*
V40	V40	V40	V40-V49	V01-Y98	*
X66.42	X66.4	X66	X60-X84	V01-Y98	*
V43.78	V43.7	V43	V40-V49	V01-Y98	*
F19.03	F19.0	F19	F10-F19	F00-F99	*
X99.14	X99.1	X99	X85-Y09	V01-Y98	*
Y14.54	Y14.5	Y14	Y10-Y34	V01-Y98	*
X76.48	X76.4	X76	X60-X84	V01-Y98	*
V52.09	V52.0	V52	V50-V59	V01-Y98	*
V72.1	V72.1	V72	V70-V79	V01-Y98	*
W05.4	W05.4	W05	W00-W19	V01-Y98	*
V57.29	V57.2	V57	V50-V59	V01-Y98	*
W08.48	W08.4	W08	W00-W19	V01-Y98	*
I05.8	I05.8	I05	I05-I09	I00-I99	*
L12.9	L12.9	L12	L10-L14	L00-L99	*
W07.51	W07.5	W07	W00-W19	V01-Y98	*
V39.28	V39.2	V39	V30-V39	V01-Y98	*
Y02.93	Y02.9	Y02	X85-Y09	V01-Y98	*
X05.54	X05.5	X05	X00-X09	V01-Y98	*
Y91	Y91	Y91	Y90-Y98	V01-Y98	*
V71.11	V71.1	V71	V70-V79	V01-Y98	*
W56.93	W56.9	W56	W50-W64	V01-Y98	*
K62.7	K62.7	K62	K55-K63	K00-K93	*
Y07.18	Y07.1	Y07	X85-Y09	V01-Y98	*
X76.8	X76.8	X76	X60-X84	V01-Y98	*
Z37.2	Z37.2	Z37	Z30-Z39	Z00-Z99	*
Q07.9	Q07.9	Q07	Q00-Q07	Q00-Q99	*
D31.9	D31.9	D31	D10-D36	C00-D48	*
T62.0	T62.0	T62	T51-T65	S00-T98	*
X42.2	X42.2	X42	X40-X49	V01-Y98	*
S66.3	S66.3	S66	S60-S69	S00-T98	*
W75.73	W75.7	W75	W75-W84	V01-Y98	*
W80.64	W80.6	W80	W75-W84	V01-Y98	*
X70.7	X70.7	X70	X60-X84	V01-Y98	*
W18.89	W18.8	W18	W00-W19	V01-Y98	*
F28	F28	F28	F20-F29	F00-F99	*
W11.14	W11.1	W11	W00-W19	V01-Y98	*
X67.91	X67.9	X67	X60-X84	V01-Y98	*
W75.42	W75.4	W75	W75-W84	V01-Y98	*
V51.20	V51.2	V51	V50-V59	V01-Y98	*
O98.5	O98.5	O98	O95-O99	O00-O99	*
X31.59	X31.5	X31	X30-X39	V01-Y98	*
V52.69	V52.6	V52	V50-V59	V01-Y98	*
R23.4	R23.4	R23	R20-R23	R00-R99	*
W37.21	W37.2	W37	W20-W49	V01-Y98	*
Z04.8	Z04.8	Z04	Z00-Z13	Z00-Z99	*
V45.11	V45.1	V45	V40-V49	V01-Y98	*
G45	G45	G45	G40-G47	G00-G99	*
I89.1	I89.1	I89	I80-I89	I00-I99	*
G44.3	G44.3	G44	G40-G47	G00-G99	*
X30.33	X30.3	X30	X30-X39	V01-Y98	*
W33.51	W33.5	W33	W20-W49	V01-Y98	*
X16.09	X16.0	X16	X10-X19	V01-Y98	*
Y56.9	Y56.9	Y56	Y40-Y59	V01-Y98	*
A54.6	A54.6	A54	A50-A64	A00-B99	*
W44.23	W44.2	W44	W20-W49	V01-Y98	*
K56.1	K56.1	K56	K55-K63	K00-K93	*
W89.99	W89.9	W89	W85-W99	V01-Y98	*
X41.14	X41.1	X41	X40-X49	V01-Y98	*
Y31.48	Y31.4	Y31	Y10-Y34	V01-Y98	*
W86.43	W86.4	W86	W85-W99	V01-Y98	*
Y19.79	Y19.7	Y19	Y10-Y34	V01-Y98	*
V13.49	V13.4	V13	V10-V19	V01-Y98	*
V44.48	V44.4	V44	V40-V49	V01-Y98	*
C20	C20	C20	C15-C26	C00-D48	*
X06.18	X06.1	X06	X00-X09	V01-Y98	*
Z58.3	Z58.3	Z58	Z55-Z65	Z00-Z99	*
X60.73	X60.7	X60	X60-X84	V01-Y98	*
O07.6	O07.6	O07	O00-O08	O00-O99	*
W42.39	W42.3	W42	W20-W49	V01-Y98	*
W94.68	W94.6	W94	W85-W99	V01-Y98	*
X11.34	X11.3	X11	X10-X19	V01-Y98	*
W64.10	W64.1	W64	W50-W64	V01-Y98	*
V69.30	V69.3	V69	V60-V69	V01-Y98	*
Y19.03	Y19.0	Y19	Y10-Y34	V01-Y98	*
P02.3	P02.3	P02	P00-P04	P00-P96	*
T95.0	T95.0	T95	T90-T98	S00-T98	*
Y00.33	Y00.3	Y00	X85-Y09	V01-Y98	*
Z81.0	Z81.0	Z81	Z80-Z99	Z00-Z99	*
V33.79	V33.7	V33	V30-V39	V01-Y98	*
W38.2	W38.2	W38	W20-W49	V01-Y98	*
X66.29	X66.2	X66	X60-X84	V01-Y98	*
V91.24	V91.2	V91	V90-V94	V01-Y98	*
F13.22	F13.2	F13	F10-F19	F00-F99	*
V51.94	V51.9	V51	V50-V59	V01-Y98	*
Q24.6	Q24.6	Q24	Q20-Q28	Q00-Q99	*
V35.62	V35.6	V35	V30-V39	V01-Y98	*
W87.4	W87.4	W87	W85-W99	V01-Y98	*
W09.9	W09.9	W09	W00-W19	V01-Y98	*
V80.4	V80.4	V80	V80-V89	V01-Y98	*
W52.41	W52.4	W52	W50-W64	V01-Y98	*
W32.10	W32.1	W32	W20-W49	V01-Y98	*
X18.00	X18.0	X18	X10-X19	V01-Y98	*
O98.2	O98.2	O98	O95-O99	O00-O99	*
V45.50	V45.5	V45	V40-V49	V01-Y98	*
W99.24	W99.2	W99	W85-W99	V01-Y98	*
X91.19	X91.1	X91	X85-Y09	V01-Y98	*
X59.82	X59.8	X59	X58-X59	V01-Y98	*
Y13.90	Y13.9	Y13	Y10-Y34	V01-Y98	*
Z00.1	Z00.1	Z00	Z00-Z13	Z00-Z99	*
K01.1	K01.1	K01	K00-K14	K00-K93	*
I64	I64	I64	I60-I69	I00-I99	*
W57.22	W57.2	W57	W50-W64	V01-Y98	*
V58.41	V58.4	V58	V50-V59	V01-Y98	*
W75.78	W75.7	W75	W75-W84	V01-Y98	*
V26.21	V26.2	V26	V20-V29	V01-Y98	*
E72.2	E72.2	E72	E70-E90	E00-E90	*
Y04.91	Y04.9	Y04	X85-Y09	V01-Y98	*
V29.09	V29.0	V29	V20-V29	V01-Y98	*
W22.33	W22.3	W22	W20-W49	V01-Y98	*
W28.80	W28.8	W28	W20-W49	V01-Y98	*
S71.8	S71.8	S71	S70-S79	S00-T98	*
Y16.04	Y16.0	Y16	Y10-Y34	V01-Y98	*
W54.48	W54.4	W54	W50-W64	V01-Y98	*
X01.2	X01.2	X01	X00-X09	V01-Y98	*
H95.9	H95.9	H95	H90-H95	H60-H95	*
W68.52	W68.5	W68	W65-W74	V01-Y98	*
V23.52	V23.5	V23	V20-V29	V01-Y98	*
Q00.2	Q00.2	Q00	Q00-Q07	Q00-Q99	*
V41.71	V41.7	V41	V40-V49	V01-Y98	*
Y62.0	Y62.0	Y62	Y60-Y69	V01-Y98	*
X02.78	X02.7	X02	X00-X09	V01-Y98	*
V21.18	V21.1	V21	V20-V29	V01-Y98	*
X19.09	X19.0	X19	X10-X19	V01-Y98	*
G51.9	G51.9	G51	G50-G59	G00-G99	*
I73.8	I73.8	I73	I70-I79	I00-I99	*
G51	G51	G51	G50-G59	G00-G99	*
X70.32	X70.3	X70	X60-X84	V01-Y98	*
L50.9	L50.9	L50	L50-L54	L00-L99	*
I87.2	I87.2	I87	I80-I89	I00-I99	*
X29.38	X29.3	X29	X20-X29	V01-Y98	*
N35	N35	N35	N30-N39	N00-N99	*
X00.91	X00.9	X00	X00-X09	V01-Y98	*
V34.91	V34.9	V34	V30-V39	V01-Y98	*
X89.98	X89.9	X89	X85-Y09	V01-Y98	*
W52.98	W52.9	W52	W50-W64	V01-Y98	*
W88.33	W88.3	W88	W85-W99	V01-Y98	*
X08.54	X08.5	X08	X00-X09	V01-Y98	*
Y34.90	Y34.9	Y34	Y10-Y34	V01-Y98	*
X21.20	X21.2	X21	X20-X29	V01-Y98	*
V59.43	V59.4	V59	V50-V59	V01-Y98	*
Y15.40	Y15.4	Y15	Y10-Y34	V01-Y98	*
Y29.63	Y29.6	Y29	Y10-Y34	V01-Y98	*
N49	N49	N49	N40-N51	N00-N99	*
Y53.8	Y53.8	Y53	Y40-Y59	V01-Y98	*
V06.02	V06.0	V06	V01-V09	V01-Y98	*
X01.63	X01.6	X01	X00-X09	V01-Y98	*
V63.78	V63.7	V63	V60-V69	V01-Y98	*
W15.98	W15.9	W15	W00-W19	V01-Y98	*
W17.58	W17.5	W17	W00-W19	V01-Y98	*
F10.56	F10.5	F10	F10-F19	F00-F99	*
X94.23	X94.2	X94	X85-Y09	V01-Y98	*
F45.4	F45.4	F45	F40-F49	F00-F99	*
E14.4	E14.4	E14	E10-E14	E00-E90	*
R83.7	R83.7	R83	R83-R89	R00-R99	*
W44.38	W44.3	W44	W20-W49	V01-Y98	*
X84.38	X84.3	X84	X60-X84	V01-Y98	*
V13.21	V13.2	V13	V10-V19	V01-Y98	*
X64.54	X64.5	X64	X60-X84	V01-Y98	*
W54.58	W54.5	W54	W50-W64	V01-Y98	*
V77.9	V77.9	V77	V70-V79	V01-Y98	*
X65.21	X65.2	X65	X60-X84	V01-Y98	*
W13.39	W13.3	W13	W00-W19	V01-Y98	*
X59.98	X59.9	X59	X58-X59	V01-Y98	*
V40.98	V40.9	V40	V40-V49	V01-Y98	*
